year,country,wine_type,activity_type,quantity
2007,Slovenia,Wine - Total,Vinegar manufacture (1000 hl),0
2007,Slovenia,Wine - Total,Imports0 bottled (1000 hl),6553
2007,Slovenia,Wine - Total,Exports0 bottled (1000 hl),30218
2007,Slovenia,Red and rose wine,Official production (1000 hl),0
2007,Slovenia,Red and rose wine,Most intended for the production of grape juice (1000 hl),0
2007,Slovenia,Red and rose wine,Usable production (1000 hl),0
2007,Slovenia,Red and rose wine,Total production other than for vinification (1000 hl),0
2007,Slovenia,Red and rose wine,Losses from evaporation (1000 hl),0
2007,Slovenia,Red and rose wine,Imports from EU (1000 t),0
2007,Slovenia,Red and rose wine,Imports from third countries (1000 hl),0
2007,Slovenia,Red and rose wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2007,Slovenia,Red and rose wine,Gross human consumption (1000 hl),0
2007,Slovenia,Red and rose wine,Degree of self-sufficiency (%),-1581
2007,Slovenia,Red and rose wine,Vinegar manufacture (1000 hl),0
2007,Slovenia,Red and rose wine,Imports0 bottled (1000 hl),0
2007,Slovenia,Red and rose wine,Exports0 bottled (1000 hl),0
2007,Slovenia,White wine,Official production (1000 hl),512.71
2007,Slovenia,White wine,Most intended for the production of grape juice (1000 hl),0
2007,Slovenia,White wine,Usable production (1000 hl),512.71
2007,Slovenia,White wine,Total production other than for vinification (1000 hl),0
2007,Slovenia,White wine,Losses from evaporation (1000 hl),0
2007,Slovenia,White wine,Imports from EU (1000 t),1
2007,Slovenia,White wine,Imports from third countries (1000 hl),1144
2007,Slovenia,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),42923
2007,Slovenia,White wine,Gross human consumption (1000 hl),541605
2007,Slovenia,White wine,Degree of self-sufficiency (%),92906
2007,Slovenia,White wine,Vinegar manufacture (1000 hl),0
2007,Slovenia,White wine,Imports0 bottled (1000 hl),644
2007,Slovenia,White wine,Exports0 bottled (1000 hl),21859
2007,Slovenia,Quality wines P.S.R. - Total,Official production (1000 hl),498
2007,Slovenia,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2007,Slovenia,Quality wines P.S.R. - Total,Usable production (1000 hl),498
2007,Slovenia,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2007,Slovenia,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2007,Slovenia,Quality wines P.S.R. - Total,Imports from EU (1000 t),1
2007,Slovenia,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),0
2007,Slovenia,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),47335
2007,Slovenia,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),482658
2007,Slovenia,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),101093
2007,Slovenia,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2007,Slovenia,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),0
2007,Slovenia,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),24513
2008,Slovenia,Vermouth,Official production (1000 hl),0
2008,Slovenia,Vermouth,Most intended for the production of grape juice (1000 hl),0
2008,Slovenia,Vermouth,Usable production (1000 hl),0
2008,Slovenia,Vermouth,Total production other than for vinification (1000 hl),0
2008,Slovenia,Vermouth,Losses from evaporation (1000 hl),0
2008,Slovenia,Vermouth,Imports from EU (1000 t),0
2008,Slovenia,Vermouth,Imports from third countries (1000 hl),0
2008,Slovenia,Vermouth,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2008,Slovenia,Vermouth,Gross human consumption (1000 hl),0
2008,Slovenia,Vermouth,Degree of self-sufficiency (%),0
2008,Slovenia,Vermouth,Vinegar manufacture (1000 hl),0
2008,Slovenia,Vermouth,Imports0 bottled (1000 hl),0
2008,Slovenia,Vermouth,Exports0 bottled (1000 hl),0
2008,Slovenia,Wine - Total,Official production (1000 hl),857.8
2008,Slovenia,Wine - Total,Most intended for the production of grape juice (1000 hl),0
2008,Slovenia,Wine - Total,Usable production (1000 hl),857.8
2008,Slovenia,Wine - Total,Total production other than for vinification (1000 hl),0
2008,Slovenia,Wine - Total,Losses from evaporation (1000 hl),0
2008,Slovenia,Wine - Total,Imports from EU (1000 t),0
2008,Slovenia,Wine - Total,Imports from third countries (1000 hl),14946
2008,Slovenia,Wine - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),48588
2008,Slovenia,Wine - Total,Gross human consumption (1000 hl),799238
2008,Slovenia,Wine - Total,Degree of self-sufficiency (%),105072
2008,Slovenia,Wine - Total,Vinegar manufacture (1000 hl),0
2008,Slovenia,Wine - Total,Imports0 bottled (1000 hl),6356
2008,Slovenia,Wine - Total,Exports0 bottled (1000 hl),31034
2008,Slovenia,Red and rose wine,Official production (1000 hl),0
2008,Slovenia,Red and rose wine,Most intended for the production of grape juice (1000 hl),0
2008,Slovenia,Red and rose wine,Usable production (1000 hl),0
2008,Slovenia,Red and rose wine,Total production other than for vinification (1000 hl),0
2008,Slovenia,Red and rose wine,Losses from evaporation (1000 hl),0
2008,Slovenia,Red and rose wine,Imports from EU (1000 t),0
2008,Slovenia,Red and rose wine,Imports from third countries (1000 hl),0
2008,Slovenia,Red and rose wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2008,Slovenia,Red and rose wine,Gross human consumption (1000 hl),0
2008,Slovenia,Red and rose wine,Degree of self-sufficiency (%),-7845
2008,Slovenia,Red and rose wine,Vinegar manufacture (1000 hl),0
2008,Slovenia,Red and rose wine,Imports0 bottled (1000 hl),0
2008,Slovenia,Red and rose wine,Exports0 bottled (1000 hl),0
2008,Slovenia,White wine,Official production (1000 hl),576478
2008,Slovenia,White wine,Most intended for the production of grape juice (1000 hl),0
2008,Slovenia,White wine,Usable production (1000 hl),576478
2008,Slovenia,White wine,Total production other than for vinification (1000 hl),0
2008,Slovenia,White wine,Losses from evaporation (1000 hl),0
2008,Slovenia,White wine,Imports from EU (1000 t),0
2008,Slovenia,White wine,Imports from third countries (1000 hl),811
2008,Slovenia,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),38083
2008,Slovenia,White wine,Gross human consumption (1000 hl),499002
2008,Slovenia,White wine,Degree of self-sufficiency (%),112917
2008,Slovenia,White wine,Vinegar manufacture (1000 hl),0
2008,Slovenia,White wine,Imports0 bottled (1000 hl),556
2008,Slovenia,White wine,Exports0 bottled (1000 hl),22.91
2008,Slovenia,Quality wines P.S.R. - Total,Official production (1000 hl),640
2008,Slovenia,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2008,Slovenia,Quality wines P.S.R. - Total,Usable production (1000 hl),640
2008,Slovenia,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2008,Slovenia,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2008,Slovenia,Quality wines P.S.R. - Total,Imports from EU (1000 t),0
2008,Slovenia,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),0
2008,Slovenia,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),36.68
2008,Slovenia,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),559575
2008,Slovenia,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),111815
2008,Slovenia,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2008,Slovenia,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),0
2008,Slovenia,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),23393
2009,Slovenia,Vermouth,Official production (1000 hl),0
2009,Slovenia,Vermouth,Most intended for the production of grape juice (1000 hl),0
2009,Slovenia,Vermouth,Usable production (1000 hl),0
2009,Slovenia,Vermouth,Total production other than for vinification (1000 hl),0
2009,Slovenia,Vermouth,Losses from evaporation (1000 hl),0
2009,Slovenia,Vermouth,Imports from EU (1000 t),0
2009,Slovenia,Vermouth,Imports from third countries (1000 hl),0
2009,Slovenia,Vermouth,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2009,Slovenia,Vermouth,Gross human consumption (1000 hl),0
2009,Slovenia,Vermouth,Degree of self-sufficiency (%),0
2009,Slovenia,Vermouth,Vinegar manufacture (1000 hl),0
2009,Slovenia,Vermouth,Imports0 bottled (1000 hl),0
2009,Slovenia,Vermouth,Exports0 bottled (1000 hl),0
2009,Slovenia,Wine - Total,Official production (1000 hl),740
2009,Slovenia,Wine - Total,Most intended for the production of grape juice (1000 hl),0
2009,Slovenia,Wine - Total,Usable production (1000 hl),740
2009,Slovenia,Wine - Total,Total production other than for vinification (1000 hl),0
2009,Slovenia,Wine - Total,Losses from evaporation (1000 hl),0
2009,Slovenia,Wine - Total,Imports from EU (1000 t),0
2009,Slovenia,Wine - Total,Imports from third countries (1000 hl),6.76
2009,Slovenia,Wine - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),42.98
2009,Slovenia,Wine - Total,Gross human consumption (1000 hl),749.8
2009,Slovenia,Wine - Total,Degree of self-sufficiency (%),96783
2009,Slovenia,Wine - Total,Vinegar manufacture (1000 hl),0
2009,Slovenia,Wine - Total,Imports0 bottled (1000 hl),4.78
2009,Slovenia,Wine - Total,Exports0 bottled (1000 hl),25.64
2009,Slovenia,Red and rose wine,Official production (1000 hl),0
2009,Slovenia,Red and rose wine,Most intended for the production of grape juice (1000 hl),0
2009,Slovenia,Red and rose wine,Usable production (1000 hl),0
2009,Slovenia,Red and rose wine,Total production other than for vinification (1000 hl),0
2009,Slovenia,Red and rose wine,Losses from evaporation (1000 hl),0
2009,Slovenia,Red and rose wine,Imports from EU (1000 t),0
2009,Slovenia,Red and rose wine,Imports from third countries (1000 hl),0
2009,Slovenia,Red and rose wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2009,Slovenia,Red and rose wine,Gross human consumption (1000 hl),0
2009,Slovenia,Red and rose wine,Degree of self-sufficiency (%),3021
2009,Slovenia,Red and rose wine,Vinegar manufacture (1000 hl),0
2009,Slovenia,Red and rose wine,Imports0 bottled (1000 hl),0
2009,Slovenia,Red and rose wine,Exports0 bottled (1000 hl),0
2009,Slovenia,White wine,Official production (1000 hl),488.76
2009,Slovenia,White wine,Most intended for the production of grape juice (1000 hl),0
2009,Slovenia,White wine,Usable production (1000 hl),488.76
2009,Slovenia,White wine,Total production other than for vinification (1000 hl),0
2009,Slovenia,White wine,Losses from evaporation (1000 hl),0
2009,Slovenia,White wine,Imports from EU (1000 t),0
2009,Slovenia,White wine,Imports from third countries (1000 hl),0.59
2009,Slovenia,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),31.44
2009,Slovenia,White wine,Gross human consumption (1000 hl),511.5
2009,Slovenia,White wine,Degree of self-sufficiency (%),93762
2009,Slovenia,White wine,Vinegar manufacture (1000 hl),0
2009,Slovenia,White wine,Imports0 bottled (1000 hl),0.59
2009,Slovenia,White wine,Exports0 bottled (1000 hl),18.29
2009,Slovenia,Quality wines P.S.R. - Total,Official production (1000 hl),554
2009,Slovenia,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2009,Slovenia,Quality wines P.S.R. - Total,Usable production (1000 hl),554
2009,Slovenia,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2009,Slovenia,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2009,Slovenia,Quality wines P.S.R. - Total,Imports from EU (1000 t),0
2009,Slovenia,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),0
2009,Slovenia,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),34.08
2009,Slovenia,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),520.99
2009,Slovenia,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),104122
2009,Slovenia,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2009,Slovenia,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),0
2009,Slovenia,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),18.76
2010,Slovenia,Vermouth,Official production (1000 hl),0
2010,Slovenia,Vermouth,Most intended for the production of grape juice (1000 hl),0
2010,Slovenia,Vermouth,Usable production (1000 hl),0
2010,Slovenia,Vermouth,Total production other than for vinification (1000 hl),0
2010,Slovenia,Vermouth,Losses from evaporation (1000 hl),0
2010,Slovenia,Vermouth,Imports from EU (1000 t),0
2010,Slovenia,Vermouth,Imports from third countries (1000 hl),0
2010,Slovenia,Vermouth,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2010,Slovenia,Vermouth,Gross human consumption (1000 hl),0
2010,Slovenia,Vermouth,Degree of self-sufficiency (%),0
2010,Slovenia,Vermouth,Vinegar manufacture (1000 hl),0
2010,Slovenia,Vermouth,Imports0 bottled (1000 hl),0
2010,Slovenia,Vermouth,Exports0 bottled (1000 hl),0
2010,Slovenia,Wine - Total,Official production (1000 hl),789985
2010,Slovenia,Wine - Total,Most intended for the production of grape juice (1000 hl),0
2010,Slovenia,Wine - Total,Usable production (1000 hl),789985
2010,Slovenia,Wine - Total,Total production other than for vinification (1000 hl),0
2010,Slovenia,Wine - Total,Losses from evaporation (1000 hl),0
2010,Slovenia,Wine - Total,Imports from EU (1000 t),0
2010,Slovenia,Wine - Total,Imports from third countries (1000 hl),9018
2010,Slovenia,Wine - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),57678
2010,Slovenia,Wine - Total,Gross human consumption (1000 hl),772718
2010,Slovenia,Wine - Total,Degree of self-sufficiency (%),100186
2010,Slovenia,Wine - Total,Vinegar manufacture (1000 hl),0
2010,Slovenia,Wine - Total,Imports0 bottled (1000 hl),4582
2010,Slovenia,Wine - Total,Exports0 bottled (1000 hl),20992
2010,Slovenia,Red and rose wine,Official production (1000 hl),0
2010,Slovenia,Red and rose wine,Most intended for the production of grape juice (1000 hl),0
2010,Slovenia,Red and rose wine,Usable production (1000 hl),0
2010,Slovenia,Red and rose wine,Total production other than for vinification (1000 hl),0
2010,Slovenia,Red and rose wine,Losses from evaporation (1000 hl),0
2010,Slovenia,Red and rose wine,Imports from EU (1000 t),0
2010,Slovenia,Red and rose wine,Imports from third countries (1000 hl),0
2010,Slovenia,Red and rose wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2010,Slovenia,Red and rose wine,Gross human consumption (1000 hl),0
2010,Slovenia,Red and rose wine,Degree of self-sufficiency (%),0.52
2010,Slovenia,Red and rose wine,Vinegar manufacture (1000 hl),0
2010,Slovenia,Red and rose wine,Imports0 bottled (1000 hl),0
2010,Slovenia,Red and rose wine,Exports0 bottled (1000 hl),0
2010,Slovenia,White wine,Official production (1000 hl),498911
2010,Slovenia,White wine,Most intended for the production of grape juice (1000 hl),0
2010,Slovenia,White wine,Usable production (1000 hl),498911
2010,Slovenia,White wine,Total production other than for vinification (1000 hl),0
2010,Slovenia,White wine,Losses from evaporation (1000 hl),0
2010,Slovenia,White wine,Imports from EU (1000 t),0
2010,Slovenia,White wine,Imports from third countries (1000 hl),2.65
2010,Slovenia,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),32125
2010,Slovenia,White wine,Gross human consumption (1000 hl),490604
2010,Slovenia,White wine,Degree of self-sufficiency (%),99666
2010,Slovenia,White wine,Vinegar manufacture (1000 hl),0
2010,Slovenia,White wine,Imports0 bottled (1000 hl),0.4
2010,Slovenia,White wine,Exports0 bottled (1000 hl),15938
2010,Slovenia,Quality wines P.S.R. - Total,Official production (1000 hl),0
2010,Slovenia,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2010,Slovenia,Quality wines P.S.R. - Total,Usable production (1000 hl),0
2010,Slovenia,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2010,Slovenia,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2010,Slovenia,Quality wines P.S.R. - Total,Imports from EU (1000 t),0
2010,Slovenia,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),0
2010,Slovenia,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2010,Slovenia,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),0
2010,Slovenia,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),0
2010,Slovenia,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2010,Slovenia,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),0
2010,Slovenia,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),0
2011,Slovenia,Vermouth,Official production (1000 hl),0
